,N_features,N_files_test,N_files_train,N_splits,analyze_feature_importance,best_mcc,best_mcc_train,best_mcc_val,best_proba,best_proba_train,best_proba_val,cv,cv_score_test,cv_score_train,early_stop_rounds,eval_hist_fname,feature_down_select,feature_imp_fname_template,fillna,fname,fname_xgtest,fname_xgtrain,fname_xgval,fname_ytrain,fname_yval,mcc_official,mcc_official_train,mcc_official_val,model_fname,ntree_limit,ntree_limit_train,ntree_limit_val,postfix_test,postfix_train,prior,testsize,top_features_fname,xgb_num_rounds,xgb_params
14,1000.0,24,24,24,False,,0.46217569787,0.365072927876,,0.92917156,0.96818686,False,,,10,,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-27 02:20:33.txt,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.46217569787,0.365072927876,/home/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-27 02:20:33.model,,320.0,320.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'scale_pos_weight': 171.0812618113098, 'base_score': 0.05, 'seed': 1019, 'basescore': 0.00581120796927046, 'min_child_weidht': 3, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'subsample': 0.7, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 8}"
15,1000.0,24,24,24,False,,0.69541459904,0.400265694119,,0.17547084,0.34446269,True,0.397440666667,0.677656666667,50,/storage/dingran/Dropbox/Kaggle/bosch-production/output/cv_eval_history_2016-10-26 19:46:38_24of24_2016-10-28 05:39:04.csv,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-28 05:39:04.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.69541459904,0.400265694119,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-28 05:39:04.model,,285.0,285.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'subsample': 0.7, 'eta': 0.02, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'objective': 'binary:logistic', 'seed': 1019, 'max_depth': 12, 'base_score': 0.00581120796927046}"
16,1000.0,24,24,24,False,,0.503174855896,0.398988213521,,0.22027259,0.33337107,False,0.391384,0.464499333333,10,/storage/dingran/Dropbox/Kaggle/bosch-production/output/cv_eval_history_2016-10-26 19:46:38_24of24.csv,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-27 08:14:46.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.503174855896,0.398988213521,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-27 08:14:46.model,,397.0,397.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'subsample': 0.7, 'eta': 0.02, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'objective': 'binary:logistic', 'seed': 1019, 'max_depth': 6, 'base_score': 0.00581120796927046}"
17,1000.0,24,24,24,False,,0.574516536195,0.402902907097,,0.15709817,0.34777793,True,0.390422333333,0.484837666667,50,/storage/dingran/Dropbox/Kaggle/bosch-production/output/cv_eval_history_2016-10-26 19:46:38_24of24_2016-10-27 21:46:46.csv,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-27 21:46:46.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.574516536195,0.402902907097,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-27 21:46:46.model,,388.0,388.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'subsample': 0.7, 'eta': 0.02, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'objective': 'binary:logistic', 'seed': 1019, 'max_depth': 8, 'base_score': 0.00581120796927046}"
18,1000.0,24,24,24,False,,0.410101734191,0.362787487611,,0.95425612,0.96429092,False,,,10,,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-26 22:44:19.txt,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.410101734191,0.362787487611,/home/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-26 22:44:19.model,,345.0,345.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'scale_pos_weight': 171.0812618113098, 'base_score': 0.05, 'seed': 1019, 'basescore': 0.00581120796927046, 'min_child_weidht': 3, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'subsample': 0.7, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 6}"
19,1000.0,24,24,24,False,,0.356825293374,0.351201690115,,0.91877389,0.92372662,False,,,10,,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-27 01:02:21.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.356825293374,0.350091569282,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-27 01:02:21.model,,161.0,161.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'scale_pos_weight': 171.0812618113098, 'base_score': 0.05, 'seed': 1019, 'basescore': 0.00581120796927046, 'min_child_weidht': 3, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'subsample': 0.7, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 4}"
20,1000.0,24,24,24,False,,0.33943704212,0.318544348315,,0.09258195,0.092933565,False,,,10,,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-27 07:11:09.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.339286322227,0.310499195711,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-27 07:11:09.model,,2.0,2.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'scale_pos_weight': 171.0812618113098, 'base_score': 0.05, 'seed': 1019, 'basescore': 0.00581120796927046, 'min_child_weidht': 3, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'subsample': 0.7, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 12}"
21,1000.0,24,24,24,False,,0.607493422409,0.399507324644,,0.17538014,0.36619875,True,0.398145,0.534261333333,50,/storage/dingran/Dropbox/Kaggle/bosch-production/output/cv_eval_history_2016-10-26 19:46:38_24of24_2016-10-28 02:02:31.csv,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-28 02:02:31.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.607493422409,0.399507324644,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-28 02:02:31.model,,263.0,263.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'subsample': 0.7, 'eta': 0.02, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'objective': 'binary:logistic', 'seed': 1019, 'max_depth': 10, 'base_score': 0.00581120796927046}"
22,,24,24,24,False,0.36358191351,,,0.13464147,,,False,,,10,,True,,True,run_info_2016-10-25 21:22:15_24of24.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-25 21:22:15_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-25 21:22:15_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-25 21:22:15_24of24.buffer,,,0.36358191351,,,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-25 21:22:15_24of24.model,46.0,,,2016-10-25 21:22:15_24of24,2016-10-25 21:22:15_24of24,0.00581120796927,0.3,,2000.0,"{'subsample': 0.7, 'eta': 0.02, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'objective': 'binary:logistic', 'seed': 1019, 'max_depth': 6, 'base_score': 0.00581120796927046}"
23,1000.0,24,24,24,False,,0.356825293374,0.351201690115,,0.91877389,0.92372662,False,,,10,,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-27 01:07:29.txt,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.356825293374,0.350091569282,/home/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-27 01:07:29.model,,161.0,161.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'scale_pos_weight': 171.0812618113098, 'base_score': 0.05, 'seed': 1019, 'basescore': 0.00581120796927046, 'min_child_weidht': 3, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'subsample': 0.7, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 4}"
24,1000.0,24,24,24,False,,0.326809407403,0.326380486093,,0.055560246,0.055560246,False,,,10,,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-26 22:18:04.txt,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.321956079033,0.321993062879,/home/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-26 22:18:04.model,,1.0,1.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1.0,"{'base_score': 0.05, 'seed': 1019, 'basescore': 0.00581120796927046, 'min_child_weidht': 3, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'subsample': 0.7, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 6}"
25,1000.0,24,24,24,False,,0.570416731255,0.371330768274,,0.92377961,0.96936798,False,,,10,,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-27 04:40:14.txt,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/home/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.570416731255,0.371330768274,/home/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-27 04:40:14.model,,345.0,345.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'scale_pos_weight': 171.0812618113098, 'base_score': 0.05, 'seed': 1019, 'basescore': 0.00581120796927046, 'min_child_weidht': 3, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'subsample': 0.7, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 10}"
26,1000.0,24,24,24,False,,0.462850891903,0.391865128613,,0.22892815,0.34964213,True,0.385412666667,0.46258,50,/storage/dingran/Dropbox/Kaggle/bosch-production/output/cv_eval_history_2016-10-26 19:46:38_24of24_2016-10-28 21:33:57.csv,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-28 21:33:57.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.462850891903,0.391865128613,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-28 21:33:57.model,,463.0,463.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'subsample': 0.7, 'eta': 0.02, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 10, 'objective': 'binary:logistic', 'seed': 1019, 'max_depth': 6, 'base_score': 0.00581120796927046}"
27,1000.0,24,24,24,False,,0.498846881104,0.404855200911,,0.22936177,0.32495296,True,0.398623,0.514115333333,50,/storage/dingran/Dropbox/Kaggle/bosch-production/output/cv_eval_history_2016-10-26 19:46:38_24of24_2016-10-29 10:16:57.csv,True,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_{},True,run_info_2016-10-26 19:46:38_24of24_2016-10-29 10:16:57.txt,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtest_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgtrain_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/xgval_2016-10-26 19:46:38_24of24.buffer,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/ytrain_2016-10-26 19:46:38_24of24.npy,/storage/dingran/Dropbox/Kaggle/bosch-production/data_processed/yval_2016-10-26 19:46:38_24of24.npy,,0.498846881104,0.404855200911,/storage/dingran/Dropbox/Kaggle/bosch-production/output/xbg_2016-10-26 19:46:38_24of24_2016-10-29 10:16:57.model,,434.0,434.0,2016-10-26 19:46:38_24of24,2016-10-26 19:46:38_24of24,0.00581120796927,0.1,/storage/dingran/Dropbox/Kaggle/bosch-production/output/feature_importance_xgb_accumu_list.txt,1000.0,"{'subsample': 1.0, 'eta': 0.02, 'colsample_bytree': 0.77, 'silent': True, 'min_child_weight': 3, 'objective': 'binary:logistic', 'seed': 1019, 'max_depth': 6, 'base_score': 0.00581120796927046}"
